id,entity_table,entity_rowid,source_id,quote
50,entities,ENT_PENRITH_CC,SRC_IA_MAMRE,
51,entities,ENT_MELTON_CC,SRC_MELTONCC,
52,entities,ENT_WESTERN_DOWNS,SRC_ABC_WD,
53,entities,ENT_ENERGY_QLD,SRC_ABC_WD,
54,entities,ENT_STOPTHESLOP,SRC_ABCNSW26,
55,entities,ENT_GREENPEACE,SRC_GREENPEACE_SUB,
56,entities,ENT_CLIMATECOUNCIL,SRC_BB2026,
57,entities,ENT_NCC,SRC_GREENPEACE_SUB,
58,entities,ENT_MAMRE_SCHOOL,SRC_IA_MAMRE,
59,entities,ENT_CATH_PARRA,SRC_IA_MAMRE,
60,entities,ENT_CATH_SCHOOLS,SRC_IA_MAMRE,
61,entities,ENT_DATA_CENTRES_AU,SRC_DCA_TAX,
62,entities,ENT_VFF,SRC_MELTONCC,
63,entities,ENT_SUBCO,SRC_SUBCO,
64,entities,ENT_OX2,SRC_AIRTRUNK_PPA,
65,ownership,1,SRC_AIRTRUNK_BC,
66,ownership,2,SRC_CPP,
67,ownership,3,SRC_INFRAINV,
68,ownership,4,SRC_INFRAINV,
69,ownership,5,SRC_CDC2025,
70,ownership,6,SRC_CDC2025,
71,ownership,7,SRC_CDC2025,
72,ownership,8,SRC_CDC2025,
73,sites,SITE_AIRTRUNK_SYD1,SRC_CERTSTRAT,
74,sites,SITE_AIRTRUNK_SYD2,SRC_CERTSTRAT,
75,sites,SITE_AIRTRUNK_SYD3,SRC_CERTSTRAT,
76,sites,SITE_MAMRE_ROAD,SRC_NSWPORTAL,
77,sites,SITE_NEXTDC_S7,SRC_REUTERS_S7,
78,sites,SITE_NEXTDC_S1,SRC_CERTSTRAT,
79,sites,SITE_NEXTDC_S2,SRC_CERTSTRAT,
80,sites,SITE_NEXTDC_S3,SRC_CERTSTRAT,
81,sites,SITE_CDC_EC,SRC_CERTSTRAT,
82,sites,SITE_CDC_MARSDEN,SRC_DCD_CDC,
83,sites,SITE_CDC_KEMPS,SRC_DCD_CDC,
84,sites,SITE_CLOUDCARRIER_SH,SRC_GREENPEACE_SUB,
85,sites,SITE_DR_ERSKINE,SRC_CERTSTRAT,
86,sites,SITE_DCI_SYD01,SRC_CERTSTRAT,
87,sites,SITE_MACQ_IC3,SRC_CERTSTRAT,
88,sites,SITE_MACQ_IC12,SRC_CERTSTRAT,
89,sites,SITE_EQUINIX_SYD,SRC_CERTSTRAT,
90,sites,SITE_TELSTRA_STLEON,SRC_CERTSTRAT,
91,sites,SITE_STOCKLAND_MP,SRC_CERTSTRAT,
92,sites,SITE_NEXTDC_M4,SRC_CERTSTRAT,
93,sites,SITE_CDC_LAVERTON,SRC_CDC2025,
94,sites,SITE_CDC_BROOKLYN,SRC_CERTSTRAT,
95,sites,SITE_AIRTRUNK_MEL1,SRC_CERTSTRAT,
96,sites,SITE_DR_MEL11,SRC_CERTSTRAT,
97,sites,SITE_NEXTDC_M123,SRC_CERTSTRAT,
98,sites,SITE_EQUINIX_MEL,SRC_CERTSTRAT,
99,sites,SITE_MELTON_SYNCLINE,SRC_MELTONCC,
100,sites,SITE_SOUTH_MORANG,SRC_MELTONCC,
101,sites,SITE_WESTERN_DOWNS,SRC_ABC_WD,
102,sites,SITE_CDC_CANBERRA,SRC_CERTSTRAT,
103,sites,SITE_MACQ_FAIRBAIRN,SRC_CERTSTRAT,
104,sites,SITE_NEXTDC_C1,SRC_CERTSTRAT,
105,sites,SITE_EQUINIX_CA1,SRC_CERTSTRAT,
106,sites,SITE_TELSTRA_DEAKIN,SRC_CERTSTRAT,
107,sites,SITE_NEXTDC_P12,SRC_CERTSTRAT,
108,sites,SITE_EQUINIX_PER,SRC_CERTSTRAT,
109,sites,SITE_WA_1GW,SRC_WA_1GW,
110,sites,SITE_NEXTDC_A1,SRC_CERTSTRAT,
111,sites,SITE_NEXTDC_D1,SRC_CERTSTRAT,
112,sites,SITE_MS_AU_FLEET,SRC_MS2026,
113,sites,SITE_AWS_AU_FLEET,SRC_AWS2025,
114,applications,1,SRC_NSWPORTAL,
115,applications,2,SRC_REUTERS_S7,
116,applications,3,SRC_CERTSTRAT,
117,applications,4,SRC_CERTSTRAT,
118,applications,5,SRC_GREENPEACE_SUB,
119,applications,6,SRC_ABC_WD,
120,land_events,1,SRC_WMEDIA_ISPT,
121,power_profile,1,SRC_IA_MAMRE,
122,power_profile,2,SRC_REUTERS_S7,
123,power_profile,3,SRC_GREENPEACE_SUB,
124,power_profile,4,SRC_ABC_WD,
125,power_profile,5,SRC_NSWGUIDE26,
126,water_profile,1,SRC_REUTERS_S7,
127,water_profile,2,SRC_IA_MAMRE,
128,energy_agreements,1,SRC_AIRTRUNK_PPA,
129,renewable_claims,1,SRC_AIRTRUNK_PPA,
130,renewable_claims,2,SRC_MS2026,
131,renewable_claims,3,SRC_GREENPEACE_SUB,
132,renewable_claims,4,SRC_GREENPEACE_SUB,
133,financial_flows,1,SRC_AIRTRUNK_BC,
134,financial_flows,2,SRC_CPP,
135,financial_flows,3,SRC_INFRAINV,
136,financial_flows,4,SRC_CDC2025,
137,financial_flows,5,SRC_CDC2025,
138,financial_flows,6,SRC_MS2023,
139,financial_flows,7,SRC_MS2026,
140,financial_flows,8,SRC_AWS2025,
141,financial_flows,9,SRC_CAPBRIEF,
142,financial_flows,10,SRC_CDC2025,
143,incentives,1,SRC_NSWGUIDE26,
144,incentives,2,SRC_PINSENT,
145,incentives,3,SRC_VICPLAN,
146,incentives,4,SRC_BIRD,
147,incentives,5,SRC_DCA_TAX,
148,legal_instruments,LAW_EXPECTATIONS26,SRC_DISR,
149,legal_instruments,LAW_NSWGUIDE26,SRC_NSWGUIDE26,
150,legal_instruments,LAW_EIEIA2026,SRC_MALLESONS,
151,legal_instruments,LAW_EPA_CLEAN_AIR,SRC_NSWGUIDE26,
152,legal_instruments,LAW_SOCI,SRC_CISC,
153,legal_instruments,LAW_CIRMP26,SRC_CISC,
154,legal_instruments,LAW_NER_IBL,SRC_AEMC,
155,legal_instruments,LAW_ERC0448_56,SRC_MALLESONS,
156,legal_instruments,LAW_REGO,SRC_MALLESONS,
157,legal_instruments,LAW_SAFEGUARD,SRC_GREENPEACE_SUB,
158,legal_instruments,LAW_EPAVIC,SRC_EPAVIC,
159,legal_instruments,LAW_HCF,SRC_CERTSTRAT,
160,legal_instruments,LAW_NSW_INQUIRY,SRC_NSWINQ,
161,legal_instruments,LAW_IPART_WATER,SRC_ABCNSW26,
162,legal_instruments,LAW_TRANSGRID_NCAP,SRC_TRANSGRIDCAP,
163,legal_instruments,LAW_AI_STANDARD,SRC_REUTERS_AI,
164,legal_instruments,LAW_VIC_STRATEGY,SRC_CEC,
165,instrument_application,1,SRC_REUTERS_S7,
166,instrument_application,2,SRC_MS2026,
167,instrument_application,3,SRC_IA_MAMRE,
168,instrument_application,4,SRC_GREENPEACE_SUB,
169,regulatory_events,1,SRC_IA_MAMRE,
170,regulatory_events,2,SRC_TRANSGRID26,
171,regulatory_events,3,SRC_REUTERS_S7,
172,regulatory_events,4,SRC_AEMC,
173,regulatory_events,5,SRC_MALLESONS,
174,regulatory_events,6,SRC_MALLESONS,
175,regulatory_events,7,SRC_ABCNSW26,
176,regulatory_events,8,SRC_NSWINQ,
177,regulatory_events,9,SRC_AFR_NGER,
178,community_groups,GRP_STOPTHESLOP,SRC_ABCNSW26,
179,community_groups,GRP_GREENPEACE,SRC_GREENPEACE_SUB,
180,community_groups,GRP_LANECOVE,SRC_BB2026,
181,community_groups,GRP_MELTON,SRC_MELTONCC,
182,community_groups,GRP_HIGHLANDS,SRC_RENEW_MOSSVALE,
183,community_events,1,SRC_IA_MAMRE,
184,community_events,2,SRC_IA_MAMRE,
185,community_events,3,SRC_IA_MAMRE,
186,community_events,4,SRC_IA_MAMRE,
187,community_events,5,SRC_ABCNSW26,
188,community_events,6,SRC_BB2026,
189,community_events,7,SRC_BB2026,
190,community_events,8,SRC_MELTONCC,
191,community_events,9,SRC_CHANGEORG,
192,community_events,10,SRC_RENEW_MOSSVALE,
193,community_events,11,SRC_MELTONCC,
194,community_events,12,SRC_GREENPEACE_SUB,
195,security_records,1,SRC_BC_DEAL,
196,security_records,2,SRC_CLAYTONUTZ,
197,security_records,3,SRC_CDC2025,
198,security_records,4,SRC_CERTSTRAT,
199,security_records,5,SRC_REUTERS_S7,
200,metrics,1,SRC_AEMO26,
201,metrics,2,SRC_BB2026,
202,metrics,3,SRC_AEMO26,
203,metrics,4,SRC_AEMO26,
204,metrics,5,SRC_AEMO26,
205,metrics,6,SRC_AEMO26,
206,metrics,7,SRC_WESTPAC,
207,metrics,8,SRC_AEMO26,
208,metrics,9,SRC_AEMO26,
209,metrics,10,SRC_AEMO26,
210,metrics,11,SRC_CERTSTRAT,
211,metrics,12,SRC_CERTSTRAT,
212,metrics,13,SRC_CERTSTRAT,
213,metrics,14,SRC_CERTSTRAT,
214,metrics,15,SRC_ABCNSW26,
215,metrics,16,SRC_NSWGUIDE26,
216,metrics,17,SRC_NSWGUIDE26,
217,metrics,18,SRC_ABCNSW26,
218,metrics,19,SRC_GREENPEACE_SUB,
219,metrics,20,SRC_GREENPEACE_SUB,
220,metrics,21,SRC_TRANSGRID26,
221,metrics,22,SRC_TRANSGRIDCAP,
222,metrics,23,SRC_TRANSGRID26,
223,metrics,24,SRC_TRANSGRID26,
224,metrics,25,SRC_TRANSGRID26,
225,metrics,26,SRC_NSWGUIDE26,
226,metrics,27,SRC_NSWGUIDE26,
227,metrics,28,SRC_NSWGUIDE26,
228,metrics,29,SRC_NSWGUIDE26,
229,metrics,30,SRC_NSWGUIDE26,
230,metrics,31,SRC_NSWGUIDE26,
231,metrics,32,SRC_NSWGUIDE26,
232,metrics,33,SRC_ABC_WATER,
233,metrics,34,SRC_GREENPEACE_SUB,
234,metrics,35,SRC_BB2026,
235,metrics,36,SRC_SMH_WSYD,
236,metrics,37,SRC_CEC,
237,metrics,38,SRC_MELTONCC,
238,metrics,39,SRC_CERTSTRAT,
239,metrics,40,SRC_AEMO26,
240,metrics,41,SRC_AEMO26,
241,renewable_claims,1,SRC_CER_NGERS,
242,renewable_claims,1,SRC_CER_MARKETS2,
243,renewable_claims,1,SRC_CER_REC,
244,renewable_claims,5,SRC_CER_NGERS,
245,renewable_claims,5,SRC_CER_MARKETS2,
246,renewable_claims,5,SRC_CER_SHORTFALL,
247,renewable_claims,5,SRC_CER_SAFEGUARD,
248,renewable_claims,5,SRC_CER_REC,
249,sites,SITE_MAMRE_ROAD,SRC_NSW_IDA,
250,sites,SITE_MELTON_SYNCLINE,SRC_GUARD_PLUMPTON,
251,sites,SITE_STOCKLAND_MP,SRC_NSW_IDA,
252,research_gaps,11,SRC_GUARD_PLUMPTON,
253,research_gaps,13,SRC_NSW_IDA,
254,research_gaps,13,SRC_NSWPORTAL_KC,
255,research_gaps,13,SRC_NSWPORTAL_GLEN,
256,research_gaps,13,SRC_PENRITH_VPA,
257,sites,SITE_GLENDENNING,SRC_NSWPORTAL_REGISTER,
258,sites,SITE_NEXTDC_S7,SRC_NSWPORTAL_REGISTER,
259,sites,SITE_GOODMAN_ATLAS,SRC_NSWPORTAL_REGISTER,
260,sites,SITE_ECHIDNA,SRC_NSWPORTAL_REGISTER,
261,sites,SITE_TURNER_RD,SRC_NSWPORTAL_REGISTER,
262,sites,SITE_NEXTDC_S5,SRC_NSWPORTAL_REGISTER,
263,sites,SITE_NEXTDC_S4,SRC_NSWPORTAL_REGISTER,
264,sites,SITE_LANE_COVE_MARS,SRC_NSWPORTAL_REGISTER,
265,sites,SITE_MSFT_KEMPS,SRC_NSWPORTAL_REGISTER,
266,sites,SITE_MAMRE_ROAD,SRC_NSWPORTAL_REGISTER,
267,research_gaps,2,SRC_NSWPORTAL_REGISTER,
268,research_gaps,23,SRC_NSWPORTAL_REGISTER,
269,entities,ENT_SYNCLINE,SRC_ABR_MISC,
270,entities,ENT_SYNCLINE,SRC_GUARD_PLUMPTON,
271,entities,ENT_GSDC,SRC_ABR_MISC,
272,entities,ENT_LEHR,SRC_SSD73761707_CONSENT,
273,sites,SITE_GLENDENNING,SRC_SSD73761707_CONSENT,
274,sites,SITE_GLENDENNING,SRC_SSD73761707_NOD,
275,sites,SITE_GLENDENNING,SRC_BLACKTOWN_OBJ,
276,sites,SITE_MAMRE_ROAD,SRC_ABR_KNBDC,
277,research_gaps,26,SRC_SSD73761707_CONSENT,
278,research_gaps,26,SRC_SSD73761707_NOD,
279,research_gaps,21,SRC_ABR_KNBDC,
280,research_gaps,22,SRC_SSD73761707_CONSENT,
281,research_gaps,22,SRC_ABR_MISC,
282,engineering_claims,6,SRC_SSD73761707_CONSENT,
283,engineering_claims,1,SRC_SSD73761707_CONSENT,
284,research_gaps,15,SRC_INQ_TOR,
285,research_gaps,15,SRC_INQ_T_0501,
286,research_gaps,15,SRC_INQ_T_0508,
287,research_gaps,15,SRC_INQ_T_0522,
288,research_gaps,15,SRC_INQ_T_0529,
289,research_gaps,15,SRC_INQ_T_0702,
290,research_gaps,7,SRC_INQ_T_0501,
291,research_gaps,7,SRC_INQ_T_0508,
292,research_gaps,7,SRC_INQ_TOR,
293,research_gaps,34,SRC_NSWPORTAL_MODS,
294,entities,ENT_ZERRA,SRC_DCD_ZERRA,
295,entities,ENT_ZERRA,SRC_WD_COUNCIL_DA,
296,sites,SITE_KURRI_KURRI,SRC_DCD_KURRI,
297,sites,SITE_WESTERN_DOWNS,SRC_DCD_ZERRA,
298,sites,SITE_WESTERN_DOWNS,SRC_WD_COUNCIL_DA,
299,sites,SITE_NEXTDC_M123,SRC_GADENS_VIC,
300,research_gaps,3,SRC_GADENS_VIC,
301,research_gaps,3,SRC_DCD_ZERRA,
302,research_gaps,3,SRC_DCD_KURRI,
303,research_gaps,12,SRC_DCD_ZERRA,
304,entities,ENT_ZERRA,SRC_ABR_ZERRA,
305,entities,ENT_ZERRA,SRC_WDDP_TPR,
306,sites,SITE_WESTERN_DOWNS,SRC_WDDP_TPR,
307,sites,SITE_WESTERN_DOWNS,SRC_ABR_ZERRA,
308,research_gaps,49,SRC_WDDP_TPR,
309,research_gaps,49,SRC_ABR_ZERRA,
310,research_gaps,47,SRC_GADENS_VIC,
311,research_gaps,12,SRC_WDDP_TPR,
312,research_gaps,50,SRC_ABR_ZERRA,
313,engineering_claims,3,SRC_WDDP_TPR,
314,engineering_claims,7,SRC_INQ_T_0522,
315,engineering_claims,7,SRC_NSW_IDA,
316,sites,SITE_ROBERTS_RD,SRC_SSD10330_CONSENT,
317,sites,SITE_DAVIS_RD_CUNDALL,SRC_SSD59416728_CONSENT,
318,sites,SITE_DCI_POPLARS,SRC_DCI_POPLARS_CONSENT,
319,research_gaps,38,SRC_SSD10330_CONSENT,
320,research_gaps,38,SRC_SSD59416728_CONSENT,
321,research_gaps,38,SRC_DCI_POPLARS_CONSENT,
322,research_gaps,55,SRC_SSD59416728_CONSENT,
323,research_gaps,55,SRC_SSD10330_CONSENT,
324,research_gaps,55,SRC_DCI_POPLARS_CONSENT,
325,research_gaps,23,SRC_SSD59416728_CONSENT,
326,research_gaps,22,SRC_SSD59416728_CONSENT,
327,engineering_claims,1,SRC_SSD10330_CONSENT,
328,engineering_claims,1,SRC_SSD59416728_CONSENT,
329,engineering_claims,1,SRC_DCI_POPLARS_CONSENT,
330,legal_instruments,LAW_NSWGUIDE26,SRC_NSWGUIDE_S3,
331,research_gaps,46,SRC_NSWGUIDE_S3,
332,sites,SITE_GRAND_AVE,SRC_NSWPORTAL_CONSENTS,
333,sites,SITE_TALAVERA,SRC_NSWPORTAL_CONSENTS,
334,sites,SITE_PROJECT_APOLLO,SRC_NSWPORTAL_CONSENTS,
335,sites,SITE_NEXTDC_S4,SRC_NSWPORTAL_CONSENTS,
336,sites,SITE_ROBERTS_RD,SRC_NSWPORTAL_CONSENTS,
337,sites,SITE_DIGICO_SYD1,SRC_NSWPORTAL_CONSENTS,
338,sites,SITE_51_HUNTINGWOOD,SRC_NSWPORTAL_CONSENTS,
339,sites,SITE_APOLLO_PLACE,SRC_NSWPORTAL_CONSENTS,
340,sites,SITE_43_61_TURNER,SRC_NSWPORTAL_CONSENTS,
341,sites,SITE_DCI_POPLARS,SRC_NSWPORTAL_CONSENTS,
342,sites,SITE_GLENDENNING,SRC_NSWPORTAL_CONSENTS,
343,sites,SITE_KHARTOUM,SRC_NSWPORTAL_CONSENTS,
344,sites,SITE_LANE_COVE_WEST,SRC_NSWPORTAL_CONSENTS,
345,sites,SITE_MACQUARIE_PARK_DC,SRC_NSWPORTAL_CONSENTS,
346,sites,SITE_ECHIDNA,SRC_NSWPORTAL_CONSENTS,
347,sites,SITE_DICKER_DATA,SRC_NSWPORTAL_CONSENTS,
348,sites,SITE_STATION_RD,SRC_NSWPORTAL_CONSENTS,
349,sites,SITE_DAVIS_RD_CUNDALL,SRC_NSWPORTAL_CONSENTS,
350,research_gaps,60,SRC_NSWPORTAL_CONSENTS,
351,research_gaps,35,SRC_NSWPORTAL_CONSENTS,
352,research_gaps,55,SRC_NSWPORTAL_CONSENTS,
353,research_gaps,61,SRC_NSWPORTAL_CONSENTS,
354,research_gaps,38,SRC_NSWPORTAL_CONSENTS,
355,entities,ENT_AIRTRUNK,SRC_AIRTRUNK_BCA,
356,entities,ENT_AIRTRUNK,SRC_BCA_ABOUT,
357,entities,ENT_AIRTRUNK,SRC_BCA_SUB116,
358,entities,ENT_AIRTRUNK,SRC_AFR_BCA,
359,entities,ENT_DATA_CENTRES_AU,SRC_AFR_BCA,
360,engineering_claims,7,SRC_BCA_SUB116,
361,engineering_claims,4,SRC_BCA_SUB116,
362,engineering_claims,4,SRC_NSWGUIDE_S3,
363,case_handling,67,SRC_NSWPORTAL_CONSENTS,
364,case_handling,69,SRC_NSWPORTAL_CONSENTS,
365,case_handling,68,SRC_NSWPORTAL_CONSENTS,
366,case_handling,70,SRC_NSWPORTAL_CONSENTS,
367,case_handling,71,SRC_NSWPORTAL_CONSENTS,
368,case_handling,66,SRC_NSWPORTAL_CONSENTS,
369,case_handling,65,SRC_NSWPORTAL_CONSENTS,
370,research_gaps,79,SRC_NSWPORTAL_CONSENTS,
371,research_gaps,74,SRC_NSWPORTAL_CONSENTS,
372,research_gaps,73,SRC_NSWPORTAL_CONSENTS,
373,research_gaps,7,SRC_GIPA_IPC,
374,research_gaps,7,SRC_VIC_FOI,
375,research_gaps,13,SRC_NSWPORTAL_REGISTER,
376,incentives,5,SRC_GIPA_IPC,
377,sites,SITE_23_25_WATERLOO,SRC_NSWPORTAL_SSD91297457,
378,sites,SITE_43_61_TURNER,SRC_NSWPORTAL_SSD68013714,
379,sites,SITE_51_HUNTINGWOOD,SRC_NSWPORTAL_SSD41589232,
380,sites,SITE_ALDINGTON,SRC_NSWPORTAL_SSD112059740,
381,sites,SITE_APOLLO_PLACE,SRC_NSWPORTAL_SSD67407231,
382,sites,SITE_AUGUSTA_ST,SRC_NSWPORTAL_SSD10469,
383,sites,SITE_BROOKHOLLOW,SRC_NSWPORTAL_SSD81928961,
384,sites,SITE_CDC_MARSDEN,SRC_NSWPORTAL_SSD70889211,
385,sites,SITE_DICKER_DATA,SRC_NSWPORTAL_SSD8662,
386,sites,SITE_DIGICO_SYD1,SRC_NSWPORTAL_SSD69637456,
387,sites,SITE_ECHIDNA,SRC_NSWPORTAL_ECHIDNA,
388,sites,SITE_EC_EXPANSION,SRC_NSWPORTAL_SSD21342738,
389,sites,SITE_FREDERICK_ST,SRC_NSWPORTAL_SSD139545990,
390,sites,SITE_GLENDENNING,SRC_NSWPORTAL_GLEN,
391,sites,SITE_GOODMAN_ATLAS,SRC_NSWPORTAL_SSD101067971,
392,sites,SITE_GRAND_AVE,SRC_NSWPORTAL_SSD53338465,
393,sites,SITE_JULIUS_AVE,SRC_NSWPORTAL_SSD80018208,
394,sites,SITE_KC1,SRC_NSWPORTAL_SSD133677993,
395,sites,SITE_KHARTOUM,SRC_NSWPORTAL_SSD63235720,
396,sites,SITE_KURRI_KURRI,SRC_NSWPORTAL_SSD128819490,
397,sites,SITE_LANCELEY,SRC_NSWPORTAL_SSD66777221,
398,sites,SITE_LANE_COVE_MARS,SRC_NSWPORTAL_SSD108835458,
399,sites,SITE_LANE_COVE_WEST,SRC_NSWPORTAL_SSD9741,
400,sites,SITE_MACQUARIE_PARK_DC,SRC_NSWPORTAL_SSD10467,
401,sites,SITE_MAMRE_ROAD,SRC_NSWPORTAL_SSD92743706,
402,sites,SITE_MOWBRAY_RD,SRC_NSWPORTAL_SSD13475973,
403,sites,SITE_MSFT_HONEMAN,SRC_NSWPORTAL_SSD58601963,
404,sites,SITE_MSFT_KEMPS,SRC_NSWPORTAL_KC,
405,sites,SITE_NEXTDC_S4,SRC_NSWPORTAL_SSD63741210,
406,sites,SITE_NEXTDC_S4_P2,SRC_NSWPORTAL_SSD108864209,
407,sites,SITE_NEXTDC_S5,SRC_NSWPORTAL_SSD63168959,
408,sites,SITE_NEXTDC_S7,SRC_NSWPORTAL_SSD113934740,
409,sites,SITE_ORIORDAN,SRC_NSWPORTAL_SSD77274467,
410,sites,SITE_PROJECT_APOLLO,SRC_NSWPORTAL_SSD74069708,
411,sites,SITE_PROJECT_DUKE,SRC_NSWPORTAL_SSD71368959,
412,sites,SITE_PROJECT_MARS,SRC_NSWPORTAL_SSD82052708,
413,sites,SITE_PROJECT_PLUTO,SRC_NSWPORTAL_SSD69223466,
414,sites,SITE_ROAD_1,SRC_NSWPORTAL_SSD80814238,
415,sites,SITE_ROBERTS_RD,SRC_NSWPORTAL_SSD10330,
416,sites,SITE_STACK_SYD01,SRC_NSWPORTAL_SSD82211208,
417,sites,SITE_STATION_RD,SRC_NSWPORTAL_SSD33781208,
418,sites,SITE_TALAVERA,SRC_NSWPORTAL_SSD24299707,
419,sites,SITE_TURNER_RD,SRC_NSWPORTAL_TURNER,
420,sites,SITE_WATERLOO_ESR,SRC_NSWPORTAL_SSD59516710,
